,accommodates,bedrooms,bathrooms,beds,price,minimum_nights,maximum_nights,number_of_reviews
718,2,1.0,1.5,1.0,500.0,91,1125,0
719,3,0.0,1.0,2.0,141.0,1,31,325
720,3,1.0,1.0,1.0,195.0,2,75,228
721,2,1.0,1.0,1.0,95.0,91,1125,14
722,1,1.0,1.0,1.0,37.0,30,1124,9
723,2,1.0,1.0,1.0,90.0,91,1125,1
724,1,1.0,1.0,1.0,30.0,91,1125,0
725,8,3.0,1.0,5.0,299.0,2,180,32
726,3,1.0,1.0,2.0,179.0,91,1125,34
727,6,2.0,2.0,2.0,149.0,3,1125,8
728,1,1.0,1.0,1.0,35.0,30,190,11
729,2,1.0,1.0,1.0,250.0,60,160,17
730,3,1.0,1.0,1.0,289.0,9,1125,45
731,2,1.0,1.0,0.0,197.0,32,95,148
732,4,1.0,1.0,2.0,260.0,91,1125,180
733,2,1.0,1.0,1.0,99.0,1,1125,108
734,2,1.0,1.0,0.0,125.0,2,7,133
735,4,2.0,1.0,2.0,75.0,91,1125,0
736,2,1.0,1.0,1.0,50.0,91,1125,1
737,4,2.0,1.0,2.0,200.0,91,1125,13
738,2,1.0,1.0,1.0,75.0,91,300,27
739,2,1.0,1.0,2.0,298.0,91,1125,2
740,2,1.0,1.0,1.0,105.0,1,1125,146
741,4,2.0,1.0,2.0,160.0,2,1125,188
742,1,1.0,1.5,1.0,49.0,91,1125,12
743,6,2.0,1.0,2.0,189.0,2,30,210
744,5,2.0,1.0,4.0,199.0,1,30,163
745,1,1.0,1.0,1.0,65.0,30,1124,7
746,4,1.0,1.0,1.0,77.0,29,1125,124
747,1,0.0,1.0,0.0,200.0,2,31,17
748,10,3.0,2.5,3.0,350.0,1,15,275
749,1,1.0,1.0,1.0,34.0,60,1125,11
750,2,1.0,1.5,1.0,105.0,3,30,243
751,3,1.0,1.0,2.0,133.0,9,1125,0
752,4,2.0,2.0,1.0,220.0,91,1125,0
753,5,2.0,2.0,3.0,179.0,3,1125,5
754,5,2.0,2.0,3.0,189.0,9,1125,14
755,2,1.0,1.0,1.0,44.0,91,1125,1
756,5,2.0,1.0,4.0,75.0,1,1125,159
757,4,1.0,1.0,1.0,135.0,91,1125,7
758,5,2.0,2.0,3.0,186.0,9,1125,3
759,3,1.0,1.0,1.0,195.0,2,75,155
760,1,1.0,1.0,1.0,30.0,30,1124,10
761,2,1.0,1.0,1.0,90.0,28,365,14
762,2,1.0,1.0,1.0,100.0,91,1125,3
763,1,1.0,1.0,1.0,34.0,30,1125,6
764,4,2.0,2.0,3.0,175.0,91,1125,0
765,5,2.0,1.0,3.0,132.0,91,99,147
766,3,1.0,1.0,1.0,450.0,91,1125,0
767,6,2.0,1.0,2.0,65.0,90,1125,0
768,2,1.0,1.0,1.0,250.0,91,1125,0
769,3,1.0,1.0,2.0,128.0,28,1125,1
770,5,2.0,2.0,3.0,179.0,28,1125,5
771,1,0.0,1.0,1.0,100.0,91,1125,40
772,2,1.0,1.0,1.0,55.0,91,1125,0
773,2,0.0,1.0,2.0,329.0,91,1125,0
774,1,1.0,1.0,1.0,49.0,91,1125,6
775,2,1.0,1.0,0.0,200.0,1,1125,377
776,2,0.0,1.0,0.0,180.0,3,45,36
777,4,1.0,1.0,2.0,198.0,3,45,31
778,6,2.0,1.0,1.0,45.0,91,1125,0
779,2,1.0,1.0,1.0,129.0,91,91,222
780,1,1.0,2.0,1.0,55.0,91,1125,3
781,1,1.0,1.0,1.0,33.0,90,1125,13
782,1,1.0,1.0,1.0,36.0,29,1124,9
783,2,1.0,1.0,2.0,159.0,91,1125,70
784,4,0.0,1.0,1.0,139.0,91,1125,192
785,1,1.0,1.0,1.0,750.0,91,1125,0
786,1,1.0,2.0,1.0,50.0,91,190,16
787,5,2.0,1.0,2.0,150.0,28,1125,63
788,4,2.0,1.0,2.0,250.0,91,1125,11
789,3,1.0,1.0,2.0,136.0,3,1125,0
790,5,2.0,1.5,3.0,182.0,3,1125,12
791,2,1.0,1.0,1.0,220.0,5,120,26
792,2,1.0,1.0,1.0,69.0,2,90,166
793,4,2.0,2.0,2.0,281.0,91,1125,12
794,2,1.0,1.0,1.0,60.0,91,1125,0
795,3,0.0,1.0,2.0,125.0,91,1125,44
796,2,1.0,1.0,1.0,65.0,91,1125,11
797,2,1.0,1.0,1.0,175.0,91,1125,3
798,5,2.0,2.0,2.0,160.0,2,30,20
799,4,2.0,1.0,2.0,249.0,2,90,105
800,2,0.0,1.0,1.0,99.0,2,1125,69
801,2,1.0,1.5,0.0,150.0,2,1125,174
802,1,4.0,1.0,1.0,50.0,91,1125,11
803,1,1.0,1.0,1.0,50.0,2,1125,258
804,6,2.0,1.0,3.0,239.0,28,1125,23
805,2,1.0,1.0,2.0,219.0,91,1125,5
806,2,1.0,1.0,2.0,239.0,91,1125,2
807,2,1.0,1.5,1.0,55.0,1,1125,41
808,2,1.0,1.0,1.0,65.0,91,1125,12
809,1,1.0,1.0,1.0,37.0,91,999,9
810,3,1.0,1.0,1.0,375.0,10,1125,26
811,2,1.0,1.5,1.0,125.0,1,1125,31
812,4,1.0,1.0,2.0,120.0,91,99,9
813,2,1.0,1.0,1.0,210.0,91,1125,30
814,6,3.0,1.0,3.0,195.0,1,1125,294
815,2,1.0,1.0,1.0,150.0,91,1125,20
816,6,3.0,1.0,5.0,125.0,2,1125,184
817,4,1.0,1.0,2.0,140.0,91,1125,37
818,4,1.0,1.0,1.0,148.0,1,60,253
819,1,1.0,1.0,1.0,42.0,91,1125,4
820,2,1.0,1.0,1.0,65.0,28,1125,15
821,3,1.0,1.0,1.0,150.0,3,1125,40
822,2,0.0,1.0,1.0,259.0,9,1125,20
823,1,1.0,0.5,1.0,52.0,91,1125,2
824,2,0.0,1.0,1.0,120.0,91,1125,12
825,2,1.0,1.0,1.0,135.0,91,1125,37
826,4,1.0,1.0,3.0,82.0,3,1125,185
827,4,1.0,1.0,2.0,199.0,3,1125,161
828,1,1.0,1.0,1.0,36.0,60,1125,4
829,2,0.0,1.0,1.0,125.0,33,1125,15
830,6,2.0,1.5,3.0,425.0,91,1125,196
831,13,4.0,2.0,7.0,960.0,91,1125,148
832,1,1.0,1.0,1.0,36.0,91,999,7
833,1,1.0,2.0,1.0,36.0,91,999,0
834,1,1.0,1.0,1.0,36.0,91,999,3
835,4,2.0,1.0,2.0,129.0,45,120,7
836,1,1.0,1.0,1.0,36.0,91,999,3
837,2,1.0,2.5,1.0,65.0,28,180,32
838,1,1.0,2.0,1.0,33.0,91,1125,2
839,5,3.0,2.5,2.0,261.0,2,1125,5
840,2,1.0,1.0,2.0,179.0,91,1125,1
841,3,1.0,1.0,1.0,150.0,91,1125,0
842,2,0.0,1.0,1.0,160.0,28,360,158
843,2,0.0,1.0,1.0,200.0,91,1125,12
844,4,1.0,1.0,2.0,150.0,1,1125,450
845,1,1.0,1.0,1.0,30.0,91,1125,0
846,1,1.0,2.0,1.0,35.0,29,999,1
847,5,2.0,1.0,2.0,119.0,2,1125,23
848,2,1.0,1.0,2.0,62.0,91,1125,171
849,7,2.0,1.5,4.0,299.0,1,1124,121
850,1,1.0,1.0,1.0,41.0,91,365,6
851,2,0.0,1.0,0.0,145.0,28,360,163
852,4,2.0,1.0,2.0,148.0,91,1125,0
853,1,1.0,1.0,1.0,40.0,91,365,8
854,1,1.0,2.0,1.0,42.0,91,1125,1
855,6,3.0,2.0,5.0,125.0,2,21,94
856,2,1.0,1.0,1.0,140.0,91,1125,1
857,1,1.0,1.0,1.0,37.0,91,999,2
858,4,2.0,1.0,2.0,250.0,91,1125,40
859,2,1.0,1.0,1.0,115.0,1,10,487
860,6,2.0,1.0,2.0,134.0,1,1125,146
861,2,1.0,1.0,2.0,125.0,28,1125,0
862,2,1.0,1.0,1.0,105.0,91,1125,7
863,3,1.0,1.0,2.0,174.0,91,1125,5
864,2,1.0,1.0,1.0,60.0,91,1125,153
865,1,1.0,1.0,1.0,41.0,91,1125,7
866,4,2.0,2.0,2.0,3999.0,180,1125,4
867,2,0.0,1.0,1.0,149.0,2,1125,211
868,4,2.0,2.0,3.0,159.0,91,1125,0
869,1,1.0,1.0,1.0,38.0,29,999,2
870,1,1.0,1.0,1.0,40.0,91,999,7
871,3,1.0,1.0,2.0,132.0,2,1124,44
872,1,1.0,1.0,1.0,35.0,91,1125,9
873,2,1.0,1.0,1.0,170.0,2,124,56
874,1,1.0,1.0,1.0,40.0,91,999,6
875,2,1.0,1.0,1.0,121.0,2,1125,52
876,3,1.0,1.0,2.0,199.0,91,1125,0
877,2,1.0,0.5,1.0,75.0,91,1125,4
878,1,1.0,1.0,1.0,85.0,91,1125,2
879,2,1.0,1.0,1.0,108.0,1,1125,208
880,2,1.0,1.0,1.0,80.0,28,1125,28
881,2,1.0,2.0,1.0,109.0,3,1125,41
882,2,1.0,2.0,1.0,89.0,91,1125,35
883,8,3.0,1.0,4.0,190.0,1,1125,61
884,2,1.0,1.0,1.0,129.0,91,1125,215
885,3,1.0,1.0,1.0,115.0,2,100,26
886,2,1.0,1.0,1.0,47.0,91,1125,7
887,2,1.0,1.0,1.0,105.0,1,10,128
888,8,4.0,2.0,6.0,356.0,91,1125,42
889,4,1.0,1.0,1.0,150.0,91,1125,2
890,4,2.0,1.0,2.0,195.0,91,1125,76
891,2,1.0,1.0,1.0,45.0,2,1125,95
892,6,2.0,1.5,2.0,219.0,91,1125,17
893,4,2.0,1.0,2.0,450.0,2,180,51
894,8,3.0,2.0,4.0,450.0,28,1125,9
895,7,3.0,3.0,4.0,349.0,2,90,100
896,4,2.0,1.0,2.0,100.0,91,1125,62
897,4,2.0,1.0,2.0,150.0,3,120,104
898,2,1.0,1.0,2.0,65.0,91,1125,8
899,3,1.0,1.5,2.0,55.0,1,1125,30
900,2,1.0,1.0,1.0,120.0,3,28,83
901,2,1.0,1.0,1.0,25.0,1,7,99
902,2,1.0,1.0,1.0,200.0,91,1125,10
903,3,0.0,1.0,1.0,129.0,2,1125,215
904,4,2.0,1.0,4.0,117.0,91,1125,0
905,2,1.0,1.0,1.0,68.0,2,96,149
906,6,2.0,1.0,3.0,94.0,1,1125,114
907,6,2.0,1.0,2.0,275.0,2,75,156
908,2,1.0,1.0,2.0,219.0,31,1125,3
909,2,1.0,1.0,1.0,195.0,91,1125,0
910,4,0.0,1.0,2.0,118.0,28,1125,65
911,3,1.0,1.5,2.0,55.0,1,1125,65
912,3,1.0,2.0,1.0,200.0,4,29,13
913,4,2.0,1.0,2.0,155.0,1,1125,110
914,4,2.0,2.0,2.0,300.0,2,8,37
915,1,1.0,1.0,1.0,100.0,91,1125,14
916,2,1.0,1.0,1.0,100.0,1,1125,128
917,2,1.0,1.0,1.0,130.0,91,1125,88
918,4,2.0,1.0,2.0,239.0,28,1125,10
919,4,2.0,1.0,2.0,289.0,9,1125,30
920,4,2.0,1.5,3.0,145.0,2,30,100
921,1,1.0,1.0,1.0,40.0,91,100,1
922,2,1.0,1.0,1.0,110.0,91,1125,18
923,1,1.0,1.0,1.0,80.0,91,1125,8
924,2,0.0,1.0,1.0,165.0,91,1125,17
925,3,1.0,1.0,1.0,300.0,10,1125,10
926,1,1.0,1.0,1.0,36.0,91,1000,3
927,6,2.0,1.0,3.0,139.0,2,150,118
928,3,1.0,1.0,1.0,125.0,10,1125,21
929,5,3.0,2.0,3.0,181.0,2,14,8
930,6,2.0,1.0,3.0,150.0,2,1124,15
931,5,2.0,1.0,2.0,196.0,1,103,188
932,1,1.0,1.0,1.0,65.0,91,1125,3
933,2,1.0,1.0,1.0,150.0,3,1124,47
934,3,1.0,1.0,1.0,160.0,3,1124,122
935,6,3.0,1.0,4.0,155.0,2,1125,43
936,1,1.0,1.0,1.0,32.0,30,1125,9
937,6,3.0,1.5,4.0,250.0,91,180,32
938,3,1.0,1.0,1.0,225.0,3,1125,43
939,1,1.0,1.5,1.0,72.0,7,90,190
940,2,0.0,1.0,1.0,124.0,2,1124,27
941,1,1.0,1.0,1.0,35.0,30,1125,7
942,4,2.0,2.0,2.0,395.0,2,1125,134
943,7,3.0,1.5,4.0,443.0,3,120,96
944,2,1.0,1.0,2.0,175.0,2,145,45
945,1,1.0,1.0,1.0,130.0,2,30,44
946,1,1.0,1.0,1.0,49.0,91,200,5
947,2,1.0,1.0,1.0,125.0,1,1125,33
948,1,1.0,1.5,1.0,75.0,7,90,222
949,2,1.0,1.0,0.0,75.0,2,365,62
950,3,1.0,1.0,2.0,88.0,91,1125,13
951,8,3.0,2.0,3.0,359.0,91,1125,48
952,1,1.0,1.0,1.0,190.0,3,5,21
953,2,1.0,1.0,1.0,140.0,91,1125,3
954,2,1.0,1.0,1.0,60.0,91,1125,245
955,2,1.0,1.0,1.0,97.0,1,1125,190
956,4,1.0,1.0,3.0,198.0,3,100,26
957,2,1.0,1.0,1.0,105.0,3,1125,98
958,4,1.0,1.0,2.0,202.0,2,1124,124
959,3,1.0,1.0,2.0,199.0,91,1125,7
960,2,1.0,1.0,2.0,75.0,2,60,103
961,4,1.0,1.0,2.0,120.0,1,1125,252
962,3,1.0,2.0,1.0,193.0,91,1125,13
963,2,1.0,1.0,1.0,90.0,91,105,7
964,4,1.0,1.0,1.0,135.0,91,180,125
965,2,1.0,1.0,1.0,195.0,3,25,111
966,2,1.0,1.0,1.0,255.0,91,1125,0
967,2,1.0,1.0,1.0,60.0,91,1125,276
968,3,0.0,1.0,1.0,150.0,91,1125,86
969,4,2.0,1.5,3.0,250.0,91,1125,1
970,2,1.0,1.0,1.0,50.0,91,1125,41
971,2,1.0,1.0,1.0,120.0,28,120,49
972,2,1.0,1.0,1.0,60.0,91,1125,53
973,1,1.0,1.0,1.0,35.0,91,1125,37
974,1,1.0,1.0,1.0,72.0,91,1125,58
975,2,1.0,1.0,1.0,132.0,2,1124,31
976,2,0.0,1.0,1.0,124.0,2,1124,64
977,2,1.0,1.0,1.0,161.0,2,14,76
978,3,1.0,1.5,1.0,175.0,1,21,167
979,4,2.0,1.0,2.0,380.0,3,1100,189
980,3,0.0,1.0,2.0,99.0,1,1124,165
981,4,1.0,1.0,1.0,245.0,91,1124,51
982,6,3.0,1.0,3.0,300.0,91,1124,78
983,4,0.0,1.0,1.0,200.0,91,1124,48
984,4,0.0,1.0,1.0,200.0,91,1124,50
985,4,1.0,1.0,1.0,245.0,91,1124,49
986,4,1.0,1.0,1.0,200.0,91,1125,70
987,1,1.0,1.5,1.0,36.0,91,999,2
988,5,2.0,2.0,3.0,469.0,9,1125,0
989,2,1.0,1.0,1.0,62.0,91,1125,45
990,6,3.0,1.0,3.0,275.0,2,75,134
991,3,1.0,1.0,2.0,244.0,29,1125,0
992,2,1.0,1.0,1.0,160.0,2,1125,143
993,2,1.0,1.0,3.0,100.0,1,1125,184
994,4,0.0,1.0,2.0,149.0,91,1125,53
995,7,3.0,2.0,3.0,178.0,1,15,183
996,2,1.0,1.5,1.0,590.0,91,1125,0
997,3,0.0,1.0,2.0,135.0,91,1125,104
998,2,1.0,1.0,1.0,130.0,2,1124,44
999,2,0.0,1.0,1.0,127.0,2,1124,27
1000,2,0.0,1.0,1.0,128.0,2,1124,36
1001,2,1.0,1.0,1.0,134.0,2,1124,18
1002,2,0.0,1.0,1.0,128.0,2,1125,51
1003,1,1.0,2.0,1.0,65.0,91,190,6
1004,2,0.0,1.0,1.0,127.0,2,1124,25
1005,2,1.0,1.0,1.0,90.0,2,28,145
1006,2,0.0,1.0,1.0,129.0,2,1124,20
1007,2,0.0,1.0,1.0,129.0,2,1124,39
1008,2,0.0,1.0,1.0,129.0,2,1124,48
1009,8,4.0,2.5,5.0,500.0,2,75,108
1010,3,1.0,1.0,1.0,155.0,1,1125,108
1011,4,2.0,2.0,2.0,237.0,2,1124,66
1012,3,1.0,1.0,2.0,137.0,2,1124,74
1013,2,0.0,1.0,1.0,128.0,2,1124,48
1014,2,1.0,2.0,1.0,85.0,91,1125,31
1015,8,3.0,1.0,4.0,400.0,91,1124,85
1016,2,1.0,2.0,1.0,50.0,2,1125,199
1017,2,0.0,1.0,1.0,127.0,2,1124,35
1018,1,1.0,1.5,1.0,36.0,91,365,5
1019,2,0.0,1.0,1.0,129.0,2,1124,76
1020,3,1.0,1.0,2.0,130.0,1,99,186
1021,2,1.0,1.0,1.0,85.0,91,1125,5
1022,2,1.0,1.0,1.0,80.0,1,15,119
1023,3,1.0,1.0,1.0,200.0,91,1125,228
1024,2,1.0,1.0,1.0,75.0,1,1125,173
1025,1,1.0,1.0,1.0,190.0,3,5,11
1026,2,1.0,1.0,1.0,99.0,1,14,317
1027,4,1.0,1.0,3.0,111.0,91,1125,313
1028,6,3.0,1.0,3.0,300.0,91,1124,67
1029,6,3.0,1.0,3.0,300.0,91,1124,86
1030,2,0.0,1.0,1.0,249.0,3,1125,131
1031,3,1.0,1.0,2.0,107.0,1,1125,151
1032,8,3.0,1.0,5.0,195.0,2,1125,152
1033,8,4.0,1.0,4.0,353.0,1,15,138
1034,1,1.0,1.0,1.0,44.0,91,1125,8
1035,1,1.0,1.0,1.0,44.0,91,1125,5
1036,6,3.0,2.0,3.0,160.0,28,93,124
1037,4,1.0,1.0,2.0,169.0,28,365,102
1038,2,1.0,1.0,1.0,54.0,91,1125,4
1039,3,2.0,2.0,2.0,75.0,28,62,65
1040,2,1.0,1.0,1.0,160.0,91,1125,103
1041,3,2.0,1.0,2.0,100.0,2,90,95
1042,3,1.0,1.0,1.0,299.0,9,1125,21
1043,4,1.0,1.0,2.0,160.0,91,1125,30
1044,4,2.0,1.0,2.0,175.0,3,160,29
1045,2,1.0,1.5,1.0,68.0,30,1125,258
1046,6,3.0,1.5,3.0,300.0,2,75,137
1047,3,2.0,1.0,2.0,80.0,3,21,97
1048,3,1.0,1.0,2.0,37.0,91,1125,28
1049,4,2.0,2.0,2.0,149.0,2,1125,145
1050,14,4.0,2.5,6.0,188.0,1,90,117
1051,2,1.0,1.0,1.0,200.0,91,365,49
1052,3,0.0,1.0,2.0,152.0,91,1125,3
1053,4,2.0,1.0,2.0,162.0,2,1125,96
1054,8,2.0,1.5,4.0,289.0,91,365,71
1055,5,2.0,1.0,2.0,124.0,1,100,110
1056,10,3.0,2.0,5.0,292.0,91,366,26
1057,2,1.0,1.0,1.0,47.0,91,226,5
1058,2,1.0,1.0,1.0,54.0,1,1125,39
1059,2,2.0,1.0,2.0,87.0,28,93,94
1060,5,2.0,1.0,3.0,105.0,91,1125,45
1061,2,1.0,1.0,1.0,140.0,91,1125,4
1062,1,1.0,1.0,1.0,110.0,91,1125,20
1063,4,1.0,1.0,1.0,69.0,1,1125,326
1064,2,1.0,1.0,1.0,80.0,91,365,110
1065,4,2.0,1.0,2.0,104.0,1,1125,142
1066,6,1.0,1.0,3.0,89.0,91,1125,7
1067,3,1.0,1.0,1.0,99.0,28,365,97
1068,2,1.0,1.0,1.0,70.0,6,1125,39
1069,4,1.0,1.0,4.0,104.0,28,365,0
1070,1,1.0,1.0,1.0,250.0,91,1125,83
1071,1,1.0,1.0,1.0,60.0,30,1124,3
1072,3,0.0,1.0,2.0,250.0,31,1124,137
1073,3,2.0,1.0,1.0,85.0,91,1125,2
1074,2,1.0,1.0,1.0,55.0,1,1125,1
1075,2,0.0,1.0,1.0,127.0,2,1124,49
1076,2,1.0,3.0,1.0,41.0,1,1125,153
1077,1,1.0,1.0,1.0,38.0,91,1125,1
1078,2,1.0,1.0,1.0,56.0,1,1125,34
1079,2,1.0,1.0,1.0,99.0,2,6,75
1080,1,1.0,1.5,1.0,36.0,91,1000,3
1081,2,1.0,3.0,1.0,42.0,1,1125,90
1082,8,3.0,3.0,5.0,390.0,3,1125,25
1083,2,1.0,1.0,2.0,115.0,2,14,83
1084,2,1.0,1.0,1.0,61.0,1,1125,6
1085,3,1.0,1.0,1.0,199.0,2,75,161
1086,5,2.0,1.0,3.0,198.0,28,1125,77
1087,6,2.0,1.0,4.0,200.0,3,180,12
1088,6,3.0,2.5,3.0,200.0,6,180,10
1089,2,1.0,1.0,1.0,30.0,91,1125,1
1090,4,2.0,1.0,2.0,149.0,1,30,128
1091,8,4.0,2.5,4.0,900.0,2,365,28
1092,2,1.0,1.5,1.0,89.0,91,1125,24
1093,2,1.0,1.0,1.0,68.0,91,365,0
1094,6,2.0,1.0,6.0,152.0,2,1125,18
1095,4,1.0,2.0,2.0,375.0,2,1125,42
1096,4,1.0,1.0,3.0,250.0,91,1125,5
1097,4,1.0,1.0,2.0,289.0,1,1125,60
1098,2,1.0,1.0,2.0,189.0,91,1125,3
1099,3,1.0,1.0,2.0,209.0,91,1125,0
1100,4,2.0,1.0,2.0,195.0,2,14,100
1101,2,1.0,1.0,2.0,69.0,91,1125,23
1102,2,1.0,1.0,2.0,169.0,91,1125,0
1103,6,2.0,1.0,3.0,250.0,91,1125,38
1104,2,1.0,1.0,1.0,75.0,91,365,5
1105,14,3.0,2.0,7.0,216.0,2,1125,81
1106,2,1.0,1.0,1.0,150.0,91,1125,3
1107,1,1.0,1.5,1.0,36.0,91,1125,3
1108,1,1.0,1.0,1.0,28.0,30,1125,3
1109,1,1.0,1.0,1.0,30.0,30,1124,9
1110,8,2.0,2.5,4.0,475.0,3,60,58
1111,5,3.0,1.0,5.0,225.0,2,365,42
1112,4,1.0,1.0,2.0,175.0,2,28,159
1113,1,1.0,1.0,1.0,65.0,2,30,109
1114,3,1.0,2.0,1.0,67.0,2,1125,37
1115,2,1.0,1.0,1.0,50.0,91,1125,23
1116,2,1.0,3.0,0.0,41.0,1,1125,105
1117,5,2.0,2.0,3.0,312.0,29,1125,0
1118,1,1.0,1.0,1.0,38.0,91,1125,2
1119,6,3.0,2.0,3.0,500.0,2,1125,33
1120,1,1.0,1.0,1.0,65.0,28,1125,0
1121,14,6.0,3.0,7.0,900.0,4,14,6
1122,2,1.0,1.5,1.0,63.0,1,360,62
1123,2,0.0,1.0,1.0,132.0,29,365,2
1124,2,1.0,1.0,2.0,85.0,1,10,179
1125,4,1.0,1.0,3.0,155.0,1,30,147
1126,2,1.0,1.0,1.0,285.0,3,60,149
1127,7,3.0,1.0,3.0,225.0,2,7,200
1128,1,1.0,1.0,1.0,65.0,91,365,13
1129,4,1.0,2.0,2.0,61.0,2,1125,72
1130,5,2.0,1.0,3.0,325.0,3,1125,131
1131,5,2.0,1.0,3.0,325.0,3,1125,119
1132,3,1.0,1.0,2.0,150.0,28,1125,198
1133,6,2.0,1.0,3.0,350.0,1,1125,185
1134,3,1.0,1.0,2.0,200.0,28,1125,0
1135,4,2.0,1.5,2.0,120.0,28,60,1
1136,4,2.0,1.0,2.0,170.0,28,1125,17
1137,4,1.0,1.0,2.0,250.0,1,1125,144
1138,4,1.0,2.5,1.0,42.0,91,1125,96
1139,2,1.0,1.0,1.0,75.0,1,60,16
1140,1,1.0,1.0,1.0,54.0,1,1125,5
1141,1,1.0,1.0,1.0,30.0,30,1124,8
1142,3,1.0,1.0,2.0,217.0,91,1125,1
1143,1,1.0,1.5,1.0,36.0,29,1000,0
1144,2,1.0,1.0,2.0,116.0,91,1125,14
1145,1,1.0,1.0,1.0,75.0,2,90,80
1146,4,1.0,1.0,1.0,67.0,2,1125,99
1147,10,3.0,2.5,7.0,399.0,1,1124,146
1148,1,1.0,1.0,1.0,32.0,30,1125,2
1149,2,1.0,1.0,1.0,80.0,91,120,141
1150,3,3.0,1.0,3.0,100.0,30,1125,0
1151,2,1.0,1.0,1.0,80.0,32,1125,75
1152,2,1.0,1.0,1.0,44.0,1,3,112
1153,1,1.0,1.5,1.0,36.0,91,1125,0
1154,2,1.0,2.0,1.0,45.0,1,15,376
1155,4,2.0,1.0,3.0,300.0,91,1125,1
1156,4,1.0,1.0,2.0,225.0,2,1125,15
1157,3,1.0,1.0,2.0,205.0,91,1125,2
1158,2,1.0,1.0,2.0,216.0,31,1125,0
1159,1,1.0,2.5,1.0,39.0,91,1125,2
1160,2,0.0,1.0,1.0,150.0,1,1125,145
1161,6,3.0,3.0,3.0,349.0,2,1125,118
1162,1,1.0,1.0,1.0,75.0,91,1125,22
1163,2,1.0,1.0,2.0,210.0,91,1125,45
1164,2,1.0,1.0,2.0,100.0,91,1125,25
1165,2,1.0,1.0,1.0,699.0,30,1124,31
1166,2,1.0,1.0,1.0,699.0,30,1124,34
1167,2,1.0,2.0,1.0,50.0,2,10,66
1168,2,1.0,1.0,1.0,55.0,1,1125,73
1169,2,1.0,1.0,1.0,699.0,30,1124,34
1170,2,1.0,1.0,1.0,699.0,30,1124,70
1171,2,1.0,1.0,1.0,699.0,30,1124,44
1172,2,1.0,1.0,1.0,699.0,30,1124,30
1173,2,1.0,1.0,1.0,249.0,3,30,37
1174,1,1.0,1.0,1.0,36.0,91,1125,1
1175,2,1.0,1.0,1.0,90.0,91,1125,12
1176,2,0.0,1.0,1.0,600.0,91,1125,0
1177,4,2.0,1.0,2.0,150.0,2,120,35
1178,2,1.0,2.0,1.0,45.0,1,15,390
1179,3,0.0,1.0,1.0,149.0,95,1125,270
1180,2,1.0,2.0,1.0,45.0,1,15,349
1181,2,1.0,2.0,1.0,49.0,1,15,355
1182,2,0.0,1.0,1.0,144.0,3,1125,101
1183,3,1.0,1.0,1.0,113.0,2,1125,87
1184,5,2.0,2.0,2.0,299.0,9,1125,4
1185,8,2.0,2.0,4.0,353.0,91,1125,147
1186,3,1.0,1.0,2.0,249.0,28,1125,2
1187,2,1.0,1.0,2.0,150.0,2,10,216
1188,4,2.0,2.0,2.0,699.0,30,1124,44
1189,2,1.0,1.0,1.0,699.0,30,1124,33
1190,2,1.0,1.0,1.0,699.0,30,1124,16
1191,5,2.0,2.0,3.0,499.0,28,1125,1
1192,5,2.0,2.0,3.0,299.0,29,1125,0
1193,1,1.0,1.0,1.0,48.0,28,150,103
1194,3,1.0,1.0,2.0,143.0,1,1125,133
1195,2,2.0,1.0,1.0,156.0,91,1125,0
1196,5,3.0,2.5,3.0,225.0,91,1125,12
1197,2,1.0,1.0,1.0,143.0,91,1125,2
1198,2,1.0,1.0,1.0,699.0,30,1124,42
1199,2,1.0,1.0,1.0,102.0,30,1124,36
1200,4,2.0,2.0,2.0,699.0,30,1124,26
1201,2,1.0,1.5,1.0,52.0,1,13,354
1202,2,1.0,1.5,1.0,110.0,91,1125,3
1203,1,1.0,1.0,1.0,50.0,91,1125,0
1204,1,1.0,1.0,1.0,50.0,91,1125,3
1205,4,1.0,1.0,1.0,150.0,91,1125,6
1206,4,2.0,2.0,2.0,699.0,30,1124,54
1207,8,2.0,1.0,3.0,180.0,91,1125,18
1208,2,1.0,1.0,1.0,60.0,1,1125,55
1209,2,1.0,1.0,1.0,60.0,1,1125,44
1210,2,1.0,1.0,1.0,699.0,30,1124,56
1211,5,2.0,1.0,3.0,250.0,91,1125,3
1212,5,2.0,1.0,3.0,199.0,28,365,39
1213,4,1.0,1.0,2.0,99.0,91,365,2
1214,2,1.0,2.0,1.0,75.0,1,7,183
1215,2,0.0,1.0,2.0,130.0,1,1125,118
1216,2,1.0,2.0,1.0,75.0,1,7,176
1217,3,1.0,1.0,2.0,55.0,2,1124,54
1218,2,1.0,1.0,1.0,125.0,1,7,225
1219,2,1.0,1.0,1.0,60.0,2,1125,66
1220,5,3.0,1.0,3.0,199.0,91,1125,278
1221,2,1.0,1.0,2.0,85.0,91,1125,38
1222,2,1.0,1.0,1.0,140.0,1,7,320
1223,2,1.0,1.0,1.0,55.0,1,1125,92
1224,2,1.0,1.0,1.0,60.0,1,1125,25
1225,2,1.0,1.0,1.0,51.0,1,1125,51
1226,2,1.0,2.0,2.0,75.0,1,7,121
1227,2,1.0,2.0,1.0,75.0,1,7,140
1228,6,3.0,1.0,4.0,199.0,92,1125,221
1229,1,1.0,1.0,1.0,65.0,91,1125,0
1230,2,1.0,1.0,1.0,60.0,91,1125,27
