,accommodates,bedrooms,bathrooms,beds,price,minimum_nights,maximum_nights,number_of_reviews
1231,5,2.0,1.0,2.0,85.0,91,1125,3
1232,2,1.0,1.0,1.0,65.0,91,1125,77
1233,6,2.0,1.5,2.0,99.0,28,365,62
1234,2,1.0,2.0,1.0,46.0,2,1125,17
1235,4,1.0,1.0,2.0,195.0,2,1125,57
1236,4,1.0,1.0,2.0,195.0,2,1125,52
1237,4,1.0,1.0,2.0,195.0,91,1125,45
1238,2,1.0,1.0,0.0,100.0,91,365,26
1239,4,1.0,1.0,2.0,237.0,2,1125,52
1240,4,1.0,1.0,2.0,165.0,91,1125,67
1241,4,1.0,1.0,2.0,195.0,91,1125,79
1242,9,3.0,2.0,5.0,300.0,2,1125,9
1243,4,1.0,1.0,2.0,165.0,91,1125,74
1244,2,1.0,1.0,1.0,95.0,1,120,100
1245,2,1.0,1.0,1.0,95.0,1,120,101
1246,3,1.0,1.5,2.0,155.0,1,90,82
1247,6,2.0,2.0,3.0,250.0,91,1125,13
1248,2,1.0,1.5,1.0,62.0,1,13,299
1249,4,1.0,2.0,2.0,63.0,2,1125,37
1250,4,1.0,1.0,2.0,167.0,91,1125,61
1251,4,2.0,1.0,1.0,49.0,1,1125,97
1252,5,1.0,2.0,2.0,92.0,2,1125,40
1253,5,2.0,1.0,2.0,250.0,91,1125,17
1254,4,2.0,1.0,1.0,180.0,91,1125,5
1255,2,0.0,1.0,1.0,170.0,1,365,137
1256,1,1.0,1.0,1.0,36.0,91,1125,2
1257,10,3.0,1.0,9.0,280.0,1,1125,168
1258,1,1.0,1.0,1.0,50.0,91,1125,1
1259,2,1.0,1.0,1.0,79.0,1,7,305
1260,5,2.0,1.0,3.0,156.0,1,1125,102
1261,4,1.0,1.0,1.0,178.0,91,1125,227
1262,2,1.0,1.0,1.0,93.0,180,1125,9
1263,1,1.0,2.5,1.0,49.0,2,360,29
1264,3,1.0,1.0,1.0,86.0,30,90,71
1265,4,1.0,1.0,2.0,97.0,91,1125,242
1266,4,1.0,1.0,1.0,201.0,91,1125,48
1267,2,1.0,1.0,1.0,239.0,31,1125,0
1268,4,1.0,1.0,1.0,201.0,92,1125,49
1269,4,1.0,1.0,1.0,201.0,2,1125,60
1270,4,1.0,1.0,1.0,201.0,91,1125,64
1271,2,0.0,1.0,1.0,180.0,92,1125,43
1272,2,0.0,1.0,1.0,180.0,2,1125,22
1273,2,0.0,1.0,1.0,180.0,92,1124,45
1274,2,0.0,1.0,1.0,180.0,92,1125,26
1275,7,3.0,1.0,5.0,225.0,3,90,18
1276,4,1.0,1.0,1.0,99.0,1,1125,375
1277,1,1.0,0.5,1.0,31.0,30,1125,24
1278,2,1.0,1.0,1.0,75.0,91,1125,14
1279,2,1.0,1.0,1.0,249.0,2,10,83
1280,2,1.0,1.0,1.0,150.0,91,1125,1
1281,4,1.0,1.0,3.0,99.0,28,1125,37
1282,5,2.0,1.0,2.0,123.0,91,1125,10
1283,3,1.0,1.0,1.0,100.0,2,1125,136
1284,4,1.0,1.0,2.0,100.0,2,31,51
1285,1,1.0,1.0,1.0,36.0,91,1125,0
1286,1,1.0,2.5,1.0,49.0,2,1125,12
1287,2,1.0,1.0,1.0,79.0,91,333,4
1288,2,1.0,2.0,2.0,48.0,3,30,97
1289,4,2.0,1.0,2.0,191.0,2,1124,39
1290,8,4.0,2.0,4.0,378.0,2,1124,58
1291,6,3.0,2.0,3.0,331.0,2,1124,55
1292,3,0.0,1.0,2.0,100.0,91,1125,115
1293,6,3.0,2.0,3.0,316.0,2,1124,31
1294,5,2.0,1.0,3.0,218.0,2,1124,42
1295,2,1.0,1.0,1.0,60.0,1,1125,51
1296,1,1.0,1.0,1.0,70.0,91,1125,21
1297,6,3.0,2.0,3.0,282.0,2,1124,60
1298,4,1.0,1.0,2.0,200.0,91,1124,186
1299,4,2.0,1.0,2.0,208.0,2,1124,35
1300,8,4.0,2.0,4.0,335.0,2,1124,64
1301,2,0.0,1.0,1.0,185.0,30,1125,88
1302,4,2.0,1.0,2.0,250.0,2,7,94
1303,2,1.0,1.0,1.0,140.0,91,365,4
1304,2,1.0,1.0,1.0,99.0,2,6,38
1305,4,2.0,1.0,3.0,67.0,1,1125,277
1306,3,2.0,1.0,2.0,155.0,28,120,225
1307,6,3.0,2.0,3.0,331.0,2,1124,41
1308,4,2.0,1.0,2.0,210.0,2,1124,23
1309,4,2.0,1.0,2.0,204.0,2,1124,23
1310,4,2.0,1.0,2.0,198.0,2,1124,26
1311,2,1.0,1.0,2.0,59.0,1,14,243
1312,1,1.0,1.0,1.0,100.0,91,1125,0
1313,2,1.0,1.0,2.0,130.0,2,30,136
1314,3,1.0,1.0,2.0,90.0,91,1125,21
1315,6,3.0,1.0,3.0,400.0,91,1124,75
1316,4,2.0,1.0,2.0,208.0,2,1124,39
1317,8,4.0,2.0,4.0,401.0,2,1124,40
1318,4,2.0,1.0,2.0,205.0,2,1124,63
1319,6,3.0,2.5,5.0,500.0,2,7,0
1320,4,2.0,1.0,2.0,210.0,2,1124,30
1321,4,1.0,1.0,2.0,35.0,3,30,73
1322,2,1.0,1.0,1.0,200.0,91,1124,7
1323,3,1.0,1.0,2.0,195.0,9,1125,0
1324,3,1.0,1.0,2.0,195.0,9,1125,2
1325,2,1.0,1.0,1.0,60.0,28,300,3
1326,4,2.0,2.0,2.0,205.0,2,14,32
1327,8,4.0,2.0,4.0,425.0,3,29,100
1328,2,1.0,1.0,1.0,100.0,91,1125,0
1329,2,0.0,1.0,2.0,200.0,30,30,30
1330,2,1.0,1.0,1.0,85.0,1,1,39
1331,5,2.0,2.0,1.0,170.0,9,1125,0
1332,2,1.0,1.0,1.0,100.0,1,1125,38
1333,14,4.0,2.5,5.0,650.0,2,28,153
1334,6,2.0,1.0,2.0,175.0,2,1124,82
1335,2,1.0,2.0,1.0,30.0,3,1125,97
1336,2,1.0,1.0,1.0,75.0,31,1125,72
1337,5,2.0,1.0,4.0,147.0,91,1125,12
1338,3,1.0,1.0,2.0,293.0,91,1125,1
1339,4,1.0,1.0,1.0,150.0,29,90,208
1340,3,1.0,1.0,1.0,195.0,2,75,134
1341,2,1.0,1.0,1.0,298.0,2,14,48
1342,4,1.0,1.0,1.0,182.0,2,14,125
1343,5,1.0,1.0,3.0,160.0,2,1125,16
1344,5,2.0,1.0,3.0,151.0,91,1125,244
1345,3,0.0,1.0,2.0,199.0,3,1125,0
1346,5,2.0,1.0,3.0,259.0,8,1125,14
1347,5,2.0,2.0,3.0,249.0,3,1125,11
1348,5,3.0,2.0,3.0,319.0,9,1125,0
1349,7,3.0,2.0,4.0,289.0,3,1125,38
1350,5,3.0,2.0,3.0,225.0,9,1125,0
1351,5,3.0,2.0,4.0,349.0,9,1125,0
1352,4,2.0,1.0,2.0,269.0,9,1125,1
1353,7,3.0,2.0,4.0,319.0,9,1125,7
1354,2,1.0,1.0,1.0,157.0,28,365,70
1355,5,2.0,2.0,3.0,299.0,9,1125,0
1356,1,1.0,1.0,1.0,55.0,2,1125,28
1357,4,1.0,1.0,2.0,125.0,1,1125,85
1358,2,1.0,1.0,1.0,65.0,3,180,11
1359,2,1.0,1.0,1.0,95.0,1,7,116
1360,2,1.0,2.5,1.0,42.0,91,1125,106
1361,4,1.0,2.5,1.0,50.0,91,1125,118
1362,4,1.0,2.5,1.0,40.0,91,1125,112
1363,4,1.0,2.5,1.0,40.0,91,1124,97
1364,6,3.0,1.0,3.0,275.0,1,1125,112
1365,1,1.0,3.0,1.0,35.0,91,999,4
1366,2,1.0,1.0,1.0,55.0,91,1125,20
1367,2,1.0,1.0,1.0,52.0,91,1125,44
1368,2,1.0,1.0,1.0,125.0,91,1125,5
1369,5,0.0,2.0,1.0,200.0,91,1125,0
1370,2,1.0,1.0,2.0,44.0,1,14,114
1371,2,0.0,1.0,1.0,110.0,1,1125,179
1372,2,1.0,1.0,1.0,65.0,91,1125,35
1373,2,1.0,1.0,1.0,65.0,91,1125,6
1374,3,0.0,1.0,1.0,200.0,2,1125,0
1375,4,1.0,1.0,2.0,498.0,91,1125,222
1376,2,1.0,2.5,1.0,42.0,91,1125,97
1377,4,2.0,1.0,2.0,280.0,91,1125,1
1378,2,1.0,1.0,1.0,65.0,3,70,45
1379,1,1.0,1.0,1.0,55.0,1,1125,36
1380,2,0.0,1.0,1.0,99.0,1,1124,135
1381,4,2.0,2.0,2.0,699.0,30,1124,35
1382,4,2.0,2.0,2.0,699.0,30,1124,59
1383,2,1.0,1.0,1.0,69.0,1,1125,32
1384,12,3.0,2.0,5.0,995.0,91,365,104
1385,16,5.0,2.0,8.0,500.0,2,1125,19
1386,2,1.0,1.0,1.0,150.0,1,14,65
1387,3,2.0,1.0,2.0,130.0,2,28,128
1388,1,1.0,3.0,1.0,35.0,91,999,8
1389,1,1.0,1.0,1.0,60.0,91,1000,15
1390,2,1.0,1.5,1.0,120.0,91,1125,5
1391,1,0.0,1.0,1.0,90.0,91,1125,1
1392,2,1.0,1.0,2.0,75.0,1,1125,94
1393,4,2.0,1.0,2.0,85.0,2,6,55
1394,5,1.0,2.0,3.0,67.0,3,30,77
1395,2,1.0,1.0,1.0,55.0,2,100,40
1396,2,0.0,1.0,1.0,110.0,3,30,89
1397,4,1.0,2.5,1.0,37.0,91,1125,93
1398,3,0.0,1.0,2.0,120.0,2,1125,87
1399,1,1.0,1.0,1.0,80.0,91,1125,48
1400,2,0.0,1.0,1.0,175.0,30,1125,109
1401,4,1.0,1.0,1.0,200.0,2,1125,102
1402,1,1.0,1.0,1.0,68.0,91,1123,22
1403,6,3.0,2.5,5.0,240.0,91,1125,14
1404,2,1.0,2.0,2.0,69.0,91,1125,58
1405,2,1.0,1.0,1.0,49.0,1,1125,101
1406,2,1.0,2.0,2.0,69.0,91,1125,58
1407,5,2.0,2.0,1.0,170.0,91,1125,0
1408,1,0.0,1.0,2.0,75.0,91,1125,0
1409,9,3.0,1.5,5.0,500.0,91,365,69
1410,15,4.0,2.5,9.0,960.0,91,1125,46
1411,24,7.0,4.0,13.0,1170.0,91,1125,42
1412,6,3.0,1.0,3.0,399.0,1,14,182
1413,14,4.0,3.0,9.0,740.0,91,1125,75
1414,7,2.0,1.0,3.0,400.0,28,1125,102
1415,1,1.0,1.0,1.0,80.0,91,365,27
1416,3,1.0,1.0,2.0,200.0,2,1125,78
1417,6,2.0,1.0,3.0,147.0,91,365,48
1418,3,1.0,1.0,2.0,69.0,1,1124,93
1419,4,1.0,1.0,1.0,299.0,1,180,61
1420,2,1.0,1.0,1.0,65.0,2,1125,22
1421,6,2.0,1.0,3.0,190.0,1,1125,130
1422,6,3.0,1.0,4.0,292.0,91,1125,37
1423,11,4.0,1.0,6.0,114.0,91,1125,47
1424,3,1.0,1.0,2.0,339.0,29,1125,2
1425,5,2.0,2.0,3.0,439.0,29,1125,1
1426,2,1.0,1.0,1.0,49.0,2,30,27
1427,2,1.0,1.0,0.0,79.0,91,1125,44
1428,2,0.0,1.0,1.0,79.0,91,1125,40
1429,5,2.0,1.0,2.0,109.0,2,1125,99
1430,2,1.0,1.0,1.0,81.0,3,10,129
1431,6,4.0,1.0,4.0,190.0,31,365,5
1432,5,2.0,2.0,3.0,180.0,9,1125,5
1433,5,2.0,1.5,2.0,150.0,2,21,111
1434,2,1.0,1.0,2.0,150.0,1,30,61
1435,1,1.0,1.0,1.0,35.0,30,1125,0
1436,1,1.0,1.0,1.0,45.0,30,1125,4
1437,1,1.0,1.0,1.0,130.0,2,145,39
1438,1,1.0,1.0,1.0,65.0,1,1,37
1439,4,1.0,1.0,2.0,175.0,2,1124,132
1440,1,1.0,1.0,1.0,55.0,91,1125,8
1441,2,0.0,1.0,2.0,125.0,1,10,239
1442,10,4.0,1.0,5.0,228.0,91,1125,235
1443,6,2.0,1.0,2.0,190.0,29,1125,86
1444,8,2.0,2.0,4.0,220.0,91,1125,89
1445,8,2.0,2.0,4.0,260.0,91,1123,82
1446,2,1.0,1.0,1.0,99.0,1,28,175
1447,1,1.0,3.0,1.0,35.0,91,1000,4
1448,3,1.0,1.0,2.0,99.0,1,68,71
1449,2,0.0,1.0,1.0,132.0,1,1125,117
1450,3,1.0,1.0,2.0,140.0,1,1125,89
1451,5,2.0,1.0,3.0,290.0,91,1125,201
1452,6,2.0,1.0,3.0,120.0,91,1125,1
1453,3,1.0,1.0,2.0,195.0,3,1125,98
1454,4,1.0,1.0,2.0,349.0,28,360,49
1455,4,1.0,2.5,1.0,42.0,91,1124,100
1456,1,1.0,1.0,1.0,99.0,28,60,116
1457,2,1.0,1.0,1.0,79.0,1,1125,70
1458,2,0.0,1.0,1.0,179.0,91,1125,0
1459,2,0.0,1.0,1.0,120.0,91,1125,1
1460,2,0.0,1.0,2.0,180.0,33,1125,1
1461,3,1.0,1.0,0.0,84.0,33,1125,0
1462,6,4.0,2.0,4.0,350.0,91,1125,79
1463,11,4.0,2.0,8.0,275.0,32,1125,43
1464,4,2.0,1.0,1.0,95.0,91,1125,5
1465,6,2.0,3.5,3.0,181.0,91,1125,3
1466,2,1.0,1.0,1.0,44.0,1,21,60
1467,6,2.0,1.0,3.0,99.0,1,1124,95
1468,5,3.0,1.0,3.0,49.0,1,30,118
1469,4,1.0,1.5,1.0,65.0,28,1125,32
1470,2,0.0,1.0,1.0,150.0,1,1125,82
1471,2,0.0,1.0,1.0,129.0,2,1124,10
1472,4,2.0,1.0,2.0,125.0,91,1125,0
1473,4,1.0,1.0,1.0,150.0,28,1125,102
1474,2,0.0,1.0,1.0,100.0,2,8,105
1475,3,1.0,1.0,1.0,78.0,1,10,134
1476,6,2.0,1.0,2.0,199.0,91,1125,27
1477,3,1.0,1.0,2.0,67.0,1,1125,71
1478,4,1.0,1.0,1.0,85.0,92,365,100
1479,1,1.0,3.0,1.0,35.0,91,365,3
1480,4,2.0,1.0,3.0,160.0,2,1125,66
1481,2,1.0,2.0,1.0,49.0,91,1125,52
1482,2,1.0,1.5,1.0,48.0,180,1125,1
1483,2,1.0,1.0,1.0,50.0,91,1125,2
1484,3,1.0,1.0,2.0,129.0,9,1125,0
1485,3,1.0,1.0,1.0,133.0,9,1125,0
1486,3,1.0,1.0,2.0,139.0,9,1125,1
1487,5,2.0,2.0,3.0,141.0,9,1125,1
1488,3,1.0,1.0,2.0,145.0,9,1125,0
1489,3,1.0,1.0,2.0,209.0,9,1125,1
1490,13,4.0,2.0,9.0,1090.0,91,1125,80
1491,4,1.0,1.0,2.0,165.0,91,1125,0
1492,1,1.0,1.0,1.0,70.0,91,1125,1
1493,2,0.0,1.0,1.0,116.0,91,1125,4
1494,26,8.0,4.0,17.0,1960.0,91,1125,25
1495,6,2.0,2.5,4.0,306.0,29,120,62
1496,2,1.0,1.5,2.0,35.0,91,1125,28
1497,6,3.0,1.0,4.0,180.0,2,1125,123
1498,5,1.0,1.0,1.0,90.0,2,1123,72
1499,2,1.0,1.0,1.0,95.0,28,288,4
1500,1,1.0,1.0,1.0,130.0,28,1125,37
1501,2,1.0,1.0,1.0,47.0,91,1125,57
1502,2,1.0,1.0,1.0,57.0,91,1125,125
1503,1,1.0,1.0,1.0,200.0,91,1125,0
1504,3,1.0,1.0,2.0,249.0,9,1125,1
1505,3,1.0,1.0,1.0,259.0,9,1125,0
1506,3,1.0,1.0,1.0,259.0,9,1125,0
1507,2,1.0,2.0,1.0,60.0,1,26,17
1508,2,1.0,1.0,2.0,40.0,2,1125,135
1509,10,4.0,2.0,4.0,228.0,1,60,164
1510,2,1.0,1.0,1.0,99.0,91,1125,1
1511,2,0.0,1.0,1.0,132.0,29,365,8
1512,3,1.0,1.0,1.0,249.0,28,1125,0
1513,3,1.0,1.0,2.0,249.0,28,1125,0
1514,3,3.0,1.0,3.0,150.0,30,1125,0
1515,5,2.0,2.0,3.0,299.0,28,1125,0
1516,5,2.0,2.0,3.0,799.0,28,1125,0
1517,5,2.0,2.0,1.0,299.0,28,1125,0
1518,5,2.0,2.0,3.0,226.0,14,1125,7
1519,5,2.0,2.0,1.0,299.0,28,1125,0
1520,5,2.0,2.0,3.0,299.0,28,1125,0
1521,5,2.0,2.0,1.0,299.0,28,1125,1
1522,5,2.0,2.0,1.0,299.0,28,1125,0
1523,2,0.0,1.0,2.0,65.0,91,1125,47
1524,2,0.0,1.0,1.0,132.0,91,365,8
1525,2,0.0,1.0,1.0,132.0,91,1124,6
1526,4,1.0,1.0,1.0,200.0,91,365,8
1527,4,1.0,1.0,1.0,200.0,91,365,12
1528,4,1.0,1.0,1.0,120.0,32,90,34
1529,4,1.0,1.0,2.0,150.0,32,90,41
1530,4,1.0,1.0,2.0,150.0,32,90,34
1531,4,1.0,1.0,2.0,120.0,32,90,27
1532,4,1.0,1.0,1.0,150.0,32,90,33
1533,7,4.0,2.5,5.0,975.0,91,100,2
1534,9,3.0,2.5,3.0,829.0,91,1125,64
1535,2,1.0,1.0,1.0,41.0,28,1125,11
1536,7,3.0,1.0,3.0,106.0,2,210,70
1537,2,1.0,1.0,1.0,110.0,91,1125,0
1538,4,1.0,1.0,2.0,200.0,91,1124,16
1539,3,1.0,1.0,1.0,200.0,9,1125,8
1540,2,2.0,1.0,2.0,150.0,3,1125,45
1541,2,1.0,1.0,1.0,138.0,2,1124,38
1542,2,0.0,1.0,1.0,122.0,2,1124,14
1543,7,3.0,2.0,7.0,90.0,2,27,124
1544,4,1.0,1.0,2.0,122.0,3,45,50
1545,2,1.0,1.0,1.0,275.0,91,1125,0
1546,2,1.0,2.5,1.0,49.0,1,15,283
1547,2,1.0,1.0,1.0,145.0,2,1124,20
1548,2,1.0,1.0,1.0,156.0,2,1124,46
1549,2,1.0,1.0,1.0,142.0,2,1124,32
1550,2,0.0,1.0,1.0,109.0,3,1124,33
1551,3,1.0,1.5,2.0,105.0,91,1125,1
1552,4,2.0,1.5,2.0,181.0,2,1124,13
1553,5,2.0,1.5,3.0,299.0,9,1125,1
1554,5,2.0,2.0,1.0,299.0,9,1125,0
1555,5,2.0,2.0,3.0,299.0,9,1125,1
1556,5,2.0,1.0,3.0,475.0,9,1125,2
1557,5,2.0,2.0,3.0,299.0,9,1125,0
1558,4,2.0,2.0,2.0,183.0,2,1125,30
1559,10,3.0,1.0,5.0,239.0,1,1125,88
1560,8,4.0,2.0,4.0,344.0,2,1125,44
1561,4,2.0,1.5,2.0,180.0,2,1125,29
1562,5,2.0,2.0,3.0,299.0,9,1125,0
1563,5,2.0,2.0,3.0,299.0,9,1125,0
1564,5,2.0,2.0,3.0,319.0,9,1125,1
1565,5,2.0,1.5,3.0,289.0,9,1125,0
1566,5,2.0,2.0,3.0,309.0,9,1125,0
1567,5,2.0,2.0,4.0,319.0,9,1125,0
1568,5,2.0,2.0,3.0,289.0,9,1125,0
1569,5,2.0,2.0,3.0,319.0,9,1125,2
1570,3,0.0,1.0,1.0,229.0,9,1125,0
1571,3,0.0,1.0,1.0,219.0,9,1125,0
1572,7,3.0,2.0,4.0,591.0,9,1125,0
1573,7,3.0,2.0,4.0,719.0,9,1125,4
1574,7,3.0,2.0,4.0,329.0,9,1125,1
1575,7,3.0,2.0,4.0,199.0,9,1125,3
1576,7,3.0,2.0,4.0,190.0,9,1125,1
1577,7,3.0,2.0,1.0,319.0,9,1125,1
1578,7,3.0,2.0,4.0,319.0,9,1125,1
1579,7,3.0,2.0,4.0,777.0,9,1125,2
1580,7,3.0,2.0,4.0,339.0,9,1125,1
1581,8,4.0,2.0,4.0,329.0,2,1125,67
1582,3,1.0,1.0,2.0,213.0,29,1125,2
1583,3,1.0,1.0,2.0,213.0,29,1125,1
1584,2,0.0,1.0,1.0,125.0,1,10,224
1585,2,1.0,1.0,1.0,120.0,1,5,43
1586,8,3.0,2.0,3.0,175.0,1,1125,115
1587,2,1.0,2.5,1.0,49.0,1,15,261
1588,2,1.0,2.5,1.0,49.0,1,15,271
1589,2,1.0,2.5,1.0,49.0,1,15,242
1590,2,1.0,1.0,1.0,38.0,91,1125,122
1591,4,2.0,2.0,3.0,298.0,29,1125,1
1592,4,1.0,1.0,1.0,150.0,91,1125,102
1593,3,1.0,1.0,2.0,121.0,91,1125,144
1594,3,1.0,1.0,1.0,244.0,29,1125,1
1595,4,2.0,2.0,3.0,244.0,29,1125,0
1596,4,2.0,2.0,3.0,244.0,29,1125,0
1597,5,2.0,2.0,2.0,289.0,3,1125,9
1598,2,0.0,1.0,2.0,189.0,3,1125,0
1599,2,1.0,1.0,1.0,45.0,91,1124,124
1600,4,1.0,1.0,2.0,80.0,91,1125,1
1601,4,1.0,1.0,1.0,100.0,91,1124,7
1602,2,1.0,1.0,1.0,80.0,91,1124,2
1603,2,1.0,1.0,1.0,100.0,91,1125,0
1604,2,1.0,1.0,1.0,89.0,91,180,89
1605,2,1.0,2.0,1.0,34.0,2,1125,9
1606,4,1.0,2.0,2.0,44.0,2,1125,10
1607,1,1.0,1.0,1.0,55.0,91,1125,1
1608,7,3.0,2.0,1.0,411.0,9,1125,0
1609,4,2.0,1.0,2.0,180.0,2,1125,30
1610,5,2.0,1.0,3.0,279.0,3,1125,2
1611,5,2.0,1.0,3.0,279.0,3,1125,2
1612,4,2.0,2.0,2.0,184.0,2,1125,43
1613,4,2.0,2.0,2.0,185.0,2,1125,36
1614,2,0.0,1.0,1.0,200.0,91,1125,3
1615,2,0.0,1.0,1.0,200.0,91,1125,0
1616,2,0.0,1.0,1.0,200.0,91,1125,4
1617,4,2.0,2.0,2.0,400.0,91,1125,3
1618,5,2.0,2.0,3.0,249.0,3,1125,2
1619,2,1.0,1.0,1.0,100.0,91,1125,3
1620,3,1.0,1.0,2.0,131.0,28,1125,0
1621,3,1.0,1.0,2.0,135.0,28,1125,0
1622,2,1.0,1.0,1.0,68.0,2,100,16
1623,3,1.0,1.0,2.0,149.0,28,1125,1
1624,2,1.0,1.0,1.0,185.0,91,1125,8
1625,5,2.0,2.0,3.0,175.0,28,1125,0
1626,5,2.0,2.0,3.0,185.0,28,1125,1
1627,3,1.0,1.0,1.0,139.0,28,1125,0
1628,2,1.0,1.0,1.0,70.0,91,1125,0
1629,2,1.0,2.0,1.0,62.0,3,1124,92
1630,4,0.0,1.0,1.0,179.0,2,1124,81
1631,2,1.0,1.0,1.0,185.0,91,1125,1
1632,4,2.0,1.0,2.0,167.0,2,1125,23
1633,2,1.0,1.0,1.0,129.0,2,1125,43
1634,4,2.0,1.0,2.0,164.0,2,1125,29
1635,6,2.0,2.5,2.0,199.0,1,1124,158
1636,4,1.0,2.0,2.0,44.0,2,1125,9
1637,5,2.0,2.0,2.0,279.0,28,1125,0
1638,2,0.0,1.0,1.0,200.0,2,14,148
1639,3,2.0,1.5,2.0,150.0,180,365,1
1640,1,1.0,1.0,1.0,47.0,91,1125,0
1641,2,1.0,1.0,1.0,200.0,2,14,158
1642,2,1.0,1.0,1.0,95.0,1,1125,148
1643,2,1.0,1.0,1.0,72.0,1,1125,77
1644,10,4.0,2.0,9.0,255.0,1,1120,71
1645,2,1.0,1.0,1.0,85.0,92,365,63
1646,5,2.0,1.0,2.0,800.0,91,1125,40
1647,2,1.0,1.5,1.0,71.0,91,1125,0
1648,5,2.0,1.0,3.0,250.0,91,1125,18
1649,5,2.0,1.0,3.0,246.0,91,1125,19
1650,1,1.0,1.0,1.0,65.0,91,1125,1
1651,1,1.0,1.0,1.0,47.0,91,1125,1
1652,2,1.0,1.0,1.0,148.0,2,1125,22
1653,2,1.0,1.0,1.0,89.0,91,1125,35
1654,5,2.0,2.0,3.0,279.0,2,1125,7
1655,1,1.0,1.0,1.0,70.0,91,1125,1
1656,5,2.0,1.0,3.0,210.0,2,1125,80
1657,4,2.0,1.0,2.0,120.0,90,365,0
1658,1,1.0,1.0,1.0,140.0,4,1124,30
1659,2,0.0,1.0,1.0,135.0,2,1125,19
1660,2,0.0,1.0,1.0,120.0,2,1125,23
1661,2,0.0,1.0,1.0,132.0,2,1125,10
1662,2,0.0,1.0,1.0,130.0,2,1125,14
1663,8,4.0,3.5,5.0,500.0,2,1125,17
1664,1,1.0,1.0,1.0,100.0,28,90,30
1665,5,2.0,1.0,2.0,114.0,91,1125,26
1666,8,3.0,1.0,3.0,209.0,91,1125,43
1667,5,2.0,1.0,2.0,325.0,91,1125,27
1668,4,2.0,1.0,2.0,200.0,30,1125,3
1669,4,1.0,1.0,2.0,157.0,91,180,21
1670,3,0.0,1.0,1.0,150.0,91,1125,132
1671,2,1.0,1.0,1.0,80.0,91,1125,0
1672,3,1.0,1.0,2.0,150.0,91,1125,4
1673,1,1.0,3.0,1.0,35.0,91,1095,1
1674,4,1.0,1.0,2.0,225.0,2,90,89
1675,1,1.0,1.0,1.0,50.0,91,1125,1
1676,1,0.0,1.0,1.0,90.0,91,1125,14
1677,4,2.0,2.0,2.0,324.0,2,1125,38
1678,4,2.0,2.0,2.0,383.0,2,1125,44
1679,2,1.0,1.0,1.0,185.0,2,1125,3
1680,8,3.0,1.0,3.0,225.0,91,1125,17
1681,8,2.0,1.0,3.0,120.0,91,1125,89
1682,4,2.0,2.0,2.0,275.0,30,1125,2
1683,4,2.0,2.0,3.0,295.0,30,1125,3
1684,2,1.0,1.0,1.0,260.0,30,1125,4
1685,1,1.0,2.0,1.0,52.0,3,1124,101
1686,2,1.0,2.0,1.0,65.0,3,1124,103
1687,2,1.0,1.0,1.0,201.0,2,1125,8
1688,4,1.0,1.0,2.0,143.0,5,1125,0
1689,7,3.0,1.5,3.0,419.0,91,1125,7
1690,4,1.0,1.0,1.0,199.0,91,1125,7
1691,2,0.0,1.0,1.0,149.0,91,1125,21
1692,2,0.0,1.0,1.0,149.0,91,1125,21
1693,2,1.0,1.0,2.0,65.0,91,1125,1
1694,2,1.0,1.0,1.0,175.0,29,1125,100
1695,4,2.0,2.0,2.0,361.0,2,1125,31
1696,4,2.0,2.0,2.0,389.0,2,1125,9
1697,1,1.0,3.0,1.0,37.0,91,999,0
1698,4,2.0,1.0,5.0,110.0,91,1125,48
1699,2,1.0,1.0,1.0,250.0,30,1125,1
1700,4,2.0,2.0,2.0,295.0,30,1125,0
1701,4,2.0,2.0,3.0,295.0,30,1125,3
1702,4,2.0,2.0,2.0,425.0,2,1125,16
1703,2,1.0,1.0,1.0,168.0,2,1125,5
1704,2,1.0,1.0,1.0,169.0,2,1125,20
1705,2,1.0,1.0,1.0,207.0,2,1125,9
1706,2,1.0,1.0,1.0,181.0,2,1125,2
1707,4,2.0,2.0,2.0,341.0,2,1125,23
1708,2,0.0,1.0,1.0,129.0,2,1125,8
1709,2,1.0,1.0,1.0,211.0,2,1125,12
1710,2,0.0,1.0,1.0,161.0,2,1125,9
1711,2,1.0,1.0,1.0,190.0,2,1125,26
1712,2,1.0,1.0,1.0,190.0,2,1125,17
1713,2,0.0,1.0,1.0,149.0,2,1125,6
1714,2,1.0,1.0,1.0,171.0,2,1125,10
1715,2,1.0,1.0,1.0,196.0,2,1125,14
1716,2,1.0,1.0,1.0,197.0,2,1125,5
1717,2,0.0,1.0,1.0,141.0,2,1125,8
1718,4,0.0,1.0,2.0,87.0,91,1124,2
1719,2,0.0,1.0,1.0,155.0,2,1125,17
1720,2,1.0,1.0,1.0,209.0,2,1125,8
1721,2,1.0,2.0,1.0,62.0,3,1124,65
1722,1,1.0,2.0,1.0,58.0,3,1124,96
1723,2,1.0,1.0,1.0,171.0,2,1125,6
1724,2,1.0,1.0,1.0,42.0,91,1125,47
1725,3,1.0,1.0,1.0,125.0,2,10,86
1726,6,3.0,2.5,3.0,402.0,2,1125,35
1727,4,2.0,2.0,2.0,290.0,2,1125,50
1728,2,1.0,1.0,1.0,182.0,2,1125,29
1729,6,3.0,3.0,3.0,281.0,2,1125,26
1730,6,3.0,3.0,3.0,387.0,2,1125,25
1731,2,1.0,2.0,1.0,66.0,90,1124,11
1732,2,1.0,1.0,1.0,182.0,2,1125,27
